"trilha","storyId","tituloHistoria","sceneNumber","textoNarracao","tomSugerido","audioFileName"
"Descobridores","ruth_naomi","Rute e Noemi","4","Orpá foi embora com muito choro. Mas Rute se agarrou a Noemi e disse: ""Não me peça para te deixar! Aonde você for, eu irei. O seu povo será o meu povo e o seu Deus será o meu Deus!"" Que amor de verdade!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_04.mp3"
"Descobridores","ruth_naomi","Rute e Noemi","5","Noemi e Rute chegaram em Belém e as pessoas ficaram animadas ao vê-las. Mas Noemi estava tão triste que disse: ""Não me chame de Noemi — me chame de Amarga, pois muito sofrimento passei."" Mesmo na tristeza, o amor de Rute permanecia!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_05.mp3"
"Descobridores","ruth_naomi","Rute e Noemi","6","Para cuidar das duas, Rute foi ao campo colher as sobras da colheita — as espigas que caíam no chão. Era trabalho humilde, mas Rute o fez com dedicação. Ela não tinha vergonha de trabalhar para cuidar de quem amava!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_06.mp3"
"Descobridores","ruth_naomi","Rute e Noemi","7","O dono do campo era Boaz, parente de Noemi. Ele notou Rute e perguntou quem ela era. Quando soube da bondade dela com Noemi, Boaz disse: ""Que Deus te recompense pelo que você fez!"" A bondade de Rute tinha chegado aos seus ouvidos!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_07.mp3"
"Descobridores","ruth_naomi","Rute e Noemi","8","Boaz mandou que seus trabalhadores cuidassem de Rute e deixassem cair mais espigas de propósito para ela colher. Até a convidou para comer com eles! Boaz foi um instrumento de Deus para cuidar de Rute e Noemi.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_08.mp3"
"Descobridores","ruth_naomi","Rute e Noemi","9","Pela lei de Israel, um parente próximo podia cuidar da família de alguém que morreu. Boaz, com amor e generosidade, se tornou esse parente para Rute e Noemi. Eles se casaram — e a família de Noemi foi restaurada!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_09.mp3"
"Descobridores","ruth_naomi","Rute e Noemi","10","Rute e Boaz tiveram um filho chamado Obede. Noemi ficou tão feliz que tomou o bebê nos braços e o embalou com amor! Obede seria avô do rei Davi — e bisavô, bisavô, bisavô de Jesus. A lealdade de Rute fez parte do plano de Deus!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_10.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","1","Ester era uma jovem judia que vivia com seu tio Mardoqueu. Um dia, o rei Assuero escolheu Ester entre todas as moças do reino para ser a sua rainha! Que surpresa incrível! Deus estava guiando cada passo da vida dela.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_01.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","2","Havia um homem mau no reino chamado Hamã. Ele ficou com muita raiva do tio de Ester e planejou destruir todos os judeus do império! Hamã convenceu o rei a assinar um decreto perigoso. O povo de Deus estava em perigo!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_02.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","3","Mardoqueu, o tio de Ester, ficou sabendo do plano terrível. Ele enviou uma mensagem urgente para Ester dentro do palácio: ""O nosso povo está em perigo! Você precisa ir falar com o rei!"" Que missão difícil e importante!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_03.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","4","Ester estava com medo — entrar onde o rei não chamou podia custar sua vida! Mas Mardoqueu disse algo que ficou gravado para sempre: ""Quem sabe se não foi para um momento como este que você chegou ao reino?"" Você chegou onde está por uma razão!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_04.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","5","Antes de agir, Ester pediu que todos os judeus jejuassem e orassem por ela por três dias. Ela sabia que precisava de Deus! Quando enfrentamos algo difícil, a oração é a nossa arma mais poderosa!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_05.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","6","Com fé no coração, Ester tomou sua decisão. Ela disse as palavras mais corajosas: ""Se eu perecer, pereço — mas vou ao rei!"" A coragem não é não ter medo. É agir mesmo tendo medo. Ester foi!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_06.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","7","Ester se vestiu com suas roupas reais e entrou no salão do rei sem ser convidada — sabendo que isso podia custar sua vida! O salão era enorme, cheio de colunas douradas. O coração de Ester batia forte, mas ela continuou andando.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_07.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","8","O rei olhou para Ester — e estendeu o cetro dourado! Isso significava que ela era bem-vinda. Ester estava segura! Deus tocou o coração do rei naquele momento. Quando Deus abre a porta, ninguém pode fechar!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_08.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","9","Ester preparou um banquete especial para o rei e Hamã. Com coragem, ela revelou a verdade: ""Meu rei, alguém quer destruir o meu povo — e eu sou judia!"" O rei ficou furioso com Hamã. A verdade de Ester salvou o povo!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_09.mp3"
"Descobridores","esther_queen","Ester, a Rainha Corajosa","10","O plano de Hamã foi revertido! O povo judeu foi salvo! E Ester, uma jovem que poderia ter ficado quieta, foi a protagonista dessa incrível história. Ela cumpriu o propósito que Deus tinha para ela. A sua vida também tem um propósito especial!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_esther_queen_scene_10.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","1","Pedro e seus amigos pescadores trabalharam a noite toda no lago de Genesaré. Jogaram as redes várias vezes. Mas quando o sol começou a nascer, as redes estavam vazias. Nada! Pedro estava cansado e um pouco decepcionado.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_01.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","2","Uma multidão estava se juntando na margem para ouvir Jesus falar. Jesus viu o barco de Pedro e perguntou: ""Você pode me emprestar seu barco?"" Pedro disse sim! Às vezes Deus pede que emprestemos o que temos para Ele usar.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_02.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","3","Jesus entrou no barco de Pedro e começou a ensinar a multidão na margem. O lago era azul e calmo, o sol da manhã brilhava dourado. Pedro ouvia enquanto lavava as redes. Que privilégio ter Jesus no próprio barco!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_03.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","4","Quando Jesus terminou de ensinar, ele disse a Pedro: ""Rema para o fundo do lago e lance as redes para pescar."" Pedro olhou com surpresa — já era tarde da manhã, o pior horário para pescar! Mas Jesus estava pedindo.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_04.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","5","Pedro poderia ter dito não — ele era o pescador especialista! Mas em vez disso disse: ""Mestre, trabalhamos a noite toda e não pegamos nada. Mas — na Tua palavra — lançarei as redes!"" Que fé incrível num momento de cansaço!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_05.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","6","As redes foram lançadas — e de repente ficaram tão cheias de peixes que começaram a rasgar! Peixes de todos os tamanhos e cores! Era impossível! Pedro ficou olhando, boca aberta. Isso só Deus podia fazer!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_06.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","7","Pedro chamou seus sócios Tiago e João em outro barco para ajudar. Mesmo com dois barcos, tinham tantos peixes que os barcos começavam a afundar de tanta abundância! A bênção de Deus transbordou para os amigos também!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_07.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","8","Pedro caiu de joelhos aos pés de Jesus no barco e disse: ""Senhor, vai embora de mim — sou um homem pecador!"" Diante do poder de Deus, Pedro sentiu sua própria fraqueza. Essa humildade é o começo de algo lindo!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_08.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","9","Jesus olhou para Pedro com amor e disse: ""Não tenha medo! A partir de agora você pescará homens!"" Que chamado incrível! Jesus não desistiu de Pedro por ele ser pecador — pelo contrário, o chamou para uma missão enorme!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_09.mp3"
"Descobridores","miraculous_catch","A Pesca Milagrosa","10","Os barcos estavam cheios de peixes — mais do que nunca! Mas Pedro, Tiago e João deixaram tudo ali e foram seguir Jesus. Às vezes Deus nos dá abundância para mostrar que podemos deixar até ela para seguir o que mais importa!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_miraculous_catch_scene_10.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","1","Samuel era um menino que morava e servia no templo com o sacerdote Eli. Desde pequenininho, Samuel era fiel e dedicado — sempre ajudando e cuidando do lugar sagrado. Que exemplo lindo de criança que ama a Deus!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_01.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","2","Era uma noite muito silenciosa no templo. Samuel dormia pertinho da arca de Deus — a caixa sagrada. A lâmpada dourada ainda brilhava no escuro. Era quase como se Deus estivesse esperando o momento certo para falar.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_02.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","3","De repente, Samuel ouviu uma voz chamando seu nome: ""Samuel!"" Ele pensou que era Eli o chamando, então correu até onde o velho sacerdote dormia. Eli ficou surpreso: ""Não fui eu, volte dormir!"" Mas Deus estava chamando!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_03.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","4","A voz chamou de novo: ""Samuel!"" E Samuel correu de novo até Eli. Mas Eli disse: ""Não fui eu, meu filho, volte dormir."" Duas vezes! Samuel era tão fiel que quando alguém o chamava, ele respondia na hora: ""Aqui estou!""","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_04.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","5","Na terceira vez, Eli entendeu: era Deus quem estava chamando Samuel! Então Eli ensinou o menino o que fazer: ""Se a voz chamar de novo, diga: Fala, Senhor — o Teu servo está ouvindo."" Que mestre sábio! Eli ajudou Samuel a ouvir Deus.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_05.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","6","Samuel voltou para dormir. E quando a voz de Deus chamou de novo: ""Samuel!"" — desta vez ele respondeu do fundo do coração: ""Fala, Senhor — o Teu servo está ouvindo!"" É uma das mais belas respostas da Bíblia toda!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_06.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","7","Deus falou a Samuel — uma mensagem importante sobre o que aconteceria. Uma luz dourada desceu do teto do templo até Samuel. Que privilégio! Um menino ouvindo diretamente a voz do Criador do universo. Deus fala com quem tem ouvidos abertos!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_07.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","8","De manhã cedo, Samuel ficou quietinho. Tinha ouvido uma mensagem difícil de Deus e estava com medo de contar para Eli. Às vezes a verdade é difícil de falar. Mas Eli já era velho e sábio — ele sabia que Samuel tinha algo importante para dizer.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_08.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","9","Eli chamou Samuel e disse: ""Me conta tudo o que Deus disse — não esconda nada!"" E Samuel teve coragem: contou cada palavra que Deus tinha falado. Eli ouviu com calma e respondeu: ""É o Senhor — que Ele faça o que lhe parecer bom.""","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_09.mp3"
"Jovens da Fé","samuel_hears_god","Samuel Ouve a Voz de Deus","10","Samuel cresceu e Deus esteve com ele em tudo. Cada palavra que Samuel falava acontecia de verdade! Todo o povo de Israel reconhecia que Samuel era um profeta de Deus. Tudo começou numa noite silenciosa quando um menino disse: ""Fala, Senhor — estou ouvindo!""","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_samuel_hears_god_scene_10.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","1","Um dia muito especial chegou: Josias se tornou rei de Judá — com apenas oito anos de idade! Imagine isso: um menino com uma coroa! Todo mundo ficou olhando. Mas Josias tinha algo especial no coração que Deus já havia colocado lá.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_01.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","2","A Bíblia diz que Josias ""fez o que era reto aos olhos do Senhor"" — desde que era bem jovem! Ele não esperou crescer para buscar a Deus. O coração de Josias estava voltado para o bem e para o amor a Deus desde o início.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_02.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","3","Josias olhou para o templo de Deus e viu que estava deteriorado — precisando de muito cuidado. Então ele mandou restaurar tudo! Trabalhadores alegres e coloridos encheram o templo de alegria e renovação. Honrar a Deus começa cuidando do Seu lugar!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_03.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","4","Durante a restauração do templo aconteceu uma descoberta incrível! O sacerdote Hilquias encontrou um rolo antigo escondido — era o livro da lei de Moisés! A Palavra de Deus havia sido esquecida por muito tempo. Mas agora estava de volta!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_04.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","5","O livro foi lido em voz alta para o rei Josias. Quando ele ouviu as palavras de Deus, ficou tão tocado que rasgou a sua própria roupa — um gesto de arrependimento genuíno. A Palavra de Deus pode mudar o coração quando a ouvimos com atenção!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_05.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","6","Josias não tomou nenhuma decisão sem consultar Deus primeiro. Ele mandou os líderes procurar a profetisa Hulda para ouvir o que Deus dizia. Que humildade para um rei! Buscar a sabedoria de Deus antes de agir é sempre o melhor caminho.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_06.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","7","Josias convocou todo o povo — do menor ao maior — para ouvir a Palavra de Deus juntos! Ninguém ficou de fora. Josias entendeu que a Palavra de Deus não é para guardar só para si — é para ser compartilhada com todos!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_07.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","8","Josias e todo o povo fizeram uma promessa juntos: obedecer a Deus com todo o coração e toda a alma! Mãos juntas, corações unidos, uma aliança renovada. Renovar o compromisso com Deus é algo que você pode fazer hoje também!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_08.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","9","Josias fez uma reforma total! Mandou derrubar e destruir todos os altares e ídolos de coisas erradas que havia no país. A luz de Deus venceu o escuro! Uma limpeza completa para que o povo pudesse adorar só ao Senhor.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_09.mp3"
"Jovens da Fé","josiah_young_king","Josias, o Rei Jovem","10","A Bíblia diz que entre todos os reis de Israel, nenhum foi como Josias — que amou a Deus com todo o coração, toda a alma e toda a força! E tudo isso começou quando ele ainda era um menino de 8 anos com um coração disposto a buscar o Senhor.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_josiah_young_king_scene_10.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","1","O grande rei Davi havia morrido, e seu filho Salomão se tornou o novo rei de Israel. Que responsabilidade enorme! Salomão olhava para o trono e para a coroa dourada pensando: será que sou capaz? Como um filho pode seguir o legado do pai?","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_01.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","2","Antes de tomar grandes decisões, Salomão foi ao lugar sagrado de Gibeom para fazer ofertas a Deus. Ele buscou a Deus primeiro — antes de qualquer outra coisa! Que bom exemplo: quando temos decisões importantes, a primeira parada é Deus.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_02.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","3","Naquela noite, Deus apareceu a Salomão num sonho e disse: ""Pede o que você quiser e Eu darei a você!"" Imagine receber essa oferta de Deus! Salomão ficou parado, pensando com cuidado. O que seria mais importante pedir?","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_03.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","4","Salomão respondeu a Deus com muita humildade: ""Senhor, sou como uma criança que não sabe nem entrar nem sair sozinha. Preciso da Sua ajuda!"" Reconhecer que precisamos de Deus é o começo de toda sabedoria verdadeira.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_04.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","5","Então Salomão fez seu pedido: ""Me dê um coração que entenda — para que eu possa governar o Seu povo com justiça e saber a diferença entre o bem e o mal!"" Não pediu dinheiro, não pediu poder, não pediu vida longa. Pediu sabedoria!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_05.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","6","Deus ficou muito satisfeito com o pedido de Salomão! Por quê? Porque Salomão não pediu coisas para si mesmo — pediu algo para poder ajudar os outros melhor. O que pedimos a Deus diz muito sobre o nosso coração.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_06.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","7","Deus concedeu a Salomão uma sabedoria como nenhum outro ser humano tinha! E de presente surpresa, Deus deu também riqueza e honra — coisas que ele nem tinha pedido! Quando buscamos primeiro o que Deus quer, Ele cuida do resto.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_07.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","8","Dois casos muito difíceis chegaram a Salomão e ele precisou resolver com sabedoria. E a sabedoria de Deus que ele havia recebido guiou cada decisão. As pessoas ficaram admiradas! A sabedoria de Deus faz o que a inteligência humana sozinha não consegue.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_08.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","9","As notícias sobre a sabedoria incrível de Salomão se espalharam por países muito distantes! Caravanas de pessoas vinham de longe para ouvir suas palavras. A sabedoria que vem de Deus atrai e inspira outras pessoas — faz toda a diferença!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_09.mp3"
"Jovens da Fé","solomon_wisdom","Salomão e a Sabedoria","10","A grande lição de Salomão: a verdadeira sabedoria não vem de livros — começa com o amor e o respeito a Deus! E a melhor notícia: você pode pedir sabedoria a Deus hoje mesmo. A Bíblia promete que Ele dá a quem pede com fé!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_solomon_wisdom_scene_10.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","1","Maria era uma jovem simples que morava em Nazaré, uma cidade pequena. Ela amava a Deus com todo o coração e estava prometida em casamento a um homem chamado José. Era uma vida tranquila — até que um dia tudo mudou!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_01.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","2","De repente, um anjo luminoso apareceu na frente de Maria! Era o anjo Gabriel, enviado diretamente por Deus. Suas asas eram brancas, e luz dourada brilhava ao redor dele. Maria ficou surpresa — o que poderia ser essa visita?","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_02.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","3","O anjo cumprimentou Maria com palavras belíssimas: ""Salve, cheia de graça! O Senhor está contigo!"" Maria ficou surpresa com esse saludo especial. Ela era abençoada de um jeito muito especial por Deus — e você também é!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_03.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","4","Maria ficou pensativa e confusa com aquele saludo. O que poderia significar ser ""cheia de graça""? Ela ficou quieta, refletindo. Não entendeu tudo de primeira — mas continuou ouvindo. Isso é sábio!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_04.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","5","O anjo viu que Maria estava com medo e disse com voz gentil: ""Não tenha medo, Maria! Você achou graça diante de Deus."" Que alívio! ""Não tenha medo"" é uma das frases mais repetidas na Bíblia. Deus sempre fala isso com amor.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_05.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","6","Gabriel anunciou as palavras mais importantes da história: ""Você vai conceber e terá um filho. Seu nome será Jesus. Ele será o Filho de Deus!"" Luz dourada desceu sobre Maria naquele momento sagrado. O plano de salvação estava sendo anunciado!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_06.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","7","Maria não fingiu que entendia — ela perguntou honestamente: ""Como isso pode acontecer? Eu ainda não sou casada!"" Fazer perguntas a Deus não é falta de fé. É querer entender melhor. Deus não tem medo das nossas dúvidas!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_07.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","8","O anjo explicou: ""O Espírito Santo virá sobre você!"" E acrescentou: ""Para Deus, nada é impossível!"" Uma pomba branca desceu suavemente com luz colorida. Quando Deus diz que fará algo impossível — Ele faz!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_08.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","9","E então Maria disse as palavras mais importantes que já saíram da boca de uma pessoa: ""Eis aqui a serva do Senhor. Que seja feito em mim conforme a Tua palavra."" Com um sim de fé, Maria participou do plano de Deus para o mundo todo!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_09.mp3"
"Jovens da Fé","mary_says_yes","Maria Diz Sim","10","Com aquele sim de Maria, o maior plano de Deus foi colocado em movimento! Jesus viria ao mundo, nasceria em Belém, e salvaria toda a humanidade. A estrela de Belém já estava brilhando no horizonte. Tudo começou com o sim de uma jovem simples que amava a Deus!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_mary_says_yes_scene_10.mp3"
